Sun Dec 14 11:55:10 +0000 2008 => begin transaction
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/group-by.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/group-by.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/group-expand-sprite.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/group-expand-sprite.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hd-pop.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hd-pop.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hmenu-asc.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hmenu-asc.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hmenu-desc.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hmenu-desc.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hmenu-lock.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hmenu-lock.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hmenu-lock.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hmenu-lock.png
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hmenu-unlock.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hmenu-unlock.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/hmenu-unlock.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/hmenu-unlock.png
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/invalid_line.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/invalid_line.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/loading.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/loading.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/mso-hd.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/mso-hd.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/nowait.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/nowait.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-first-disabled.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-first-disabled.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-first.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-first.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-last-disabled.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-last-disabled.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-last.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-last.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-next-disabled.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-next-disabled.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-next.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-next.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-prev-disabled.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-prev-disabled.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/page-prev.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/page-prev.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/pick-button.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/pick-button.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/refresh.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/refresh.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/row-check-sprite.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/row-check-sprite.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/row-expand-sprite.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/row-expand-sprite.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/row-over.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/row-over.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/row-sel.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/row-sel.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/sort_asc.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/sort_asc.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/sort_desc.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/sort_desc.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/Thumbs.db,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/Thumbs.db
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/grid/wait.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/grid/wait.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/.
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/..
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/collapse.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/collapse.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/expand.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/expand.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/gradient-bg.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/gradient-bg.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/mini-bottom.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/mini-bottom.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/mini-left.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/mini-left.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/mini-right.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/mini-right.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/mini-top.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/mini-top.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/ns-collapse.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/ns-collapse.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/ns-expand.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/ns-expand.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/panel-close.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/panel-close.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/panel-title-bg.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/panel-title-bg.gif
Sun Dec 14 11:55:10 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout
Sun Dec 14 11:55:10 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/websdk/websdk/2.2.2/common/./images/extjs/default/layout/panel-title-light-bg.gif,/Users/adrien/Git/personal/hindsightapp/public/widgets/common/images/extjs/default/layout/panel-title-light-bg.gif
